0.000	84	160	0	0	0	0.00	0.00	160.00	240.000	0.000	0.000	0.00
0.004	92	160	240	0	0	0.00	0.00	160.00	240.000	0.000	0.000	240.00
0.104	148	160	240	36	36	37.98	63.31	96.69	145.041	0.000	0.000	240.00
0.204	148	160	145	100	64	105.51	112.54	47.46	71.184	0.000	0.000	145.04
0.304	144	160	71	160	60	168.82	105.51	54.49	81.735	0.000	0.000	71.18
0.404	148	160	81	214	54	225.79	94.96	65.04	97.562	0.000	0.000	81.74
0.504	152	160	97	264	50	278.55	87.92	72.08	108.113	0.000	0.000	97.56
0.604	152	160	108	316	52	333.41	91.44	68.56	102.837	0.000	0.000	108.11
0.704	152	160	102	370	54	390.39	94.96	65.04	97.562	0.000	0.000	102.84
0.804	156	160	97	423	53	446.31	93.20	66.80	100.199	0.000	0.000	97.56
0.904	152	160	100	476	53	502.23	93.20	66.80	100.199	0.000	0.000	100.20
1.004	152	160	100	529	53	558.15	93.20	66.80	100.199	0.000	0.000	100.20
1.104	152	160	100	582	53	614.07	93.20	66.80	100.199	0.000	0.000	100.20
1.204	152	160	100	635	53	669.99	93.20	66.80	100.199	0.000	0.000	100.20
1.304	148	160	100	688	53	725.91	93.20	66.80	100.199	0.000	0.000	100.20
1.404	152	160	100	742	54	782.88	94.96	65.04	97.562	0.000	0.000	100.20
1.504	152	160	97	794	52	837.75	91.44	68.56	102.837	0.000	0.000	97.56
1.604	152	160	102	848	54	894.72	94.96	65.04	97.562	0.000	0.000	102.84
1.704	152	160	97	901	53	950.64	93.20	66.80	100.199	0.000	0.000	97.56
1.804	152	160	100	954	53	1006.57	93.20	66.80	100.199	0.000	0.000	100.20
1.904	148	160	100	1007	53	1062.49	93.20	66.80	100.199	0.000	0.000	100.20
2.004	152	160	100	1061	54	1119.46	94.96	65.04	97.562	0.000	0.000	100.20
2.104	152	160	97	1113	52	1174.33	91.44	68.56	102.837	0.000	0.000	97.56
2.204	152	160	102	1167	54	1231.30	94.96	65.04	97.562	0.000	0.000	102.84
2.304	152	160	97	1220	53	1287.22	93.20	66.80	100.199	0.000	0.000	97.56
2.404	148	160	100	1273	53	1343.14	93.20	66.80	100.199	0.000	0.000	100.20
2.504	152	160	100	1326	53	1399.06	93.20	66.80	100.199	0.000	0.000	100.20
2.604	152	160	100	1379	53	1454.98	93.20	66.80	100.199	0.000	0.000	100.20
2.704	152	160	100	1434	55	1513.01	96.72	63.28	94.924	0.000	0.000	100.20
2.804	152	160	94	1487	53	1568.93	93.20	66.80	100.199	0.000	0.000	94.92
