0.000	84	12	0	0	0	0.00	0.00	12.00	12.000	120.000	0.000	0.00
0.004	104	12	132	0	0	0.00	0.00	12.00	12.000	240.000	0.000	132.00
0.104	152	11	172	27	27	28.49	47.48	-36.48	-36.479	-204.795	0.000	172.00
0.204	152	13	196	23	-4	24.27	-7.03	20.03	20.034	40.340	0.000	-196.48
0.304	152	10	60	4	-19	4.22	-33.41	43.41	43.411	474.455	0.000	60.37
0.404	152	12	203	35	31	36.93	54.51	-42.51	-42.513	-265.135	0.000	203.41
0.504	152	14	202	32	-3	33.76	-5.28	19.28	19.275	32.755	0.000	-202.51
0.604	152	12	52	9	-23	9.50	-40.45	52.45	52.445	557.210	0.000	52.03
0.704	148	12	212	41	32	43.26	56.27	-44.27	-44.272	-282.720	0.000	212.45
0.804	120	14	204	41	0	43.26	0.00	14.00	14.000	-20.000	0.000	-204.27
0.904	156	12	6	8	-33	8.44	-58.03	70.03	70.030	680.305	0.000	-6.00
1.004	152	11	230	30	22	31.65	38.69	-27.69	-27.687	-116.870	0.000	230.03
1.104	152	13	144	39	9	41.15	15.83	-2.83	-2.826	-145.135	0.000	-144.56
1.204	124	10	147	0	-39	0.00	-68.58	78.58	78.581	640.680	0.000	-147.96
1.304	152	13	238	12	12	12.66	21.10	-8.10	-8.102	78.980	0.000	238.58
1.404	152	12	70	63	51	66.47	89.68	-77.68	-77.683	-697.855	0.000	70.88
1.504	152	12	237	49	-14	51.70	-24.62	36.62	36.619	206.190	0.000	-237.68
1.604	152	14	196	53	4	55.92	7.03	6.97	6.966	229.660	0.000	196.62
1.704	156	10	166	106	53	111.84	93.20	-83.20	-83.200	-672.005	0.000	166.97
1.804	152	7	243	98	-8	103.40	-14.07	21.07	21.068	50.680	0.000	-243.20
1.904	152	4	71	71	-27	74.91	-47.48	51.48	51.479	565.475	0.000	71.75
2.004	148	0	211	104	33	109.73	58.03	-58.03	-58.030	-420.305	0.000	211.48
2.104	156	-1	218	100	-4	105.51	-7.03	6.03	6.034	-99.660	0.000	-218.03
2.204	156	-5	93	53	-47	55.92	-82.65	77.65	77.649	676.835	0.000	-93.63
2.304	148	-9	237	63	10	66.47	17.58	-26.58	-26.585	-105.850	0.000	237.65
2.404	148	-12	132	74	11	78.08	19.34	-31.34	-31.343	-419.285	0.000	-132.43
2.504	148	-18	191	32	-42	33.76	-73.86	55.86	55.857	398.570	0.000	-191.34
2.604	152	-20	215	33	1	34.82	1.76	-21.76	-21.758	-57.585	0.000	215.86
2.704	152	-26	79	49	16	51.70	28.14	-54.14	-54.136	-598.945	0.000	-79.34
2.804	152	-31	214	11	-38	11.61	-66.82	35.82	35.823	198.230	0.000	-214.14
2.904	152	-31	195	9	-2	9.50	-3.52	-27.48	-27.483	-114.830	0.000	195.82
3.004	152	-36	142	10	1	10.55	1.76	-37.76	-37.758	-492.415	0.000	-142.31
3.104	148	-40	197	-39	-49	-41.15	-86.17	46.17	46.166	301.665	0.000	-197.76
3.204	152	-42	206	-43	-4	-45.37	-7.03	-34.97	-34.966	-189.660	0.000	206.17
3.304	152	-48	194	-50	-7	-52.75	-12.31	-35.69	-35.691	-516.905	0.000	-194.97
3.404	152	-53	195	-108	-58	-113.95	-101.99	48.99	48.993	329.930	0.000	-195.69
3.504	152	-53	208	-114	-6	-120.28	-10.55	-42.45	-42.449	-264.490	0.000	208.99
3.604	152	-58	202	-124	-10	-130.83	-17.58	-40.42	-40.415	-564.150	0.000	-202.45
3.704	152	-61	200	-185	-61	-195.19	-107.27	46.27	46.268	302.685	0.000	-200.42
3.804	152	-62	206	-192	-7	-202.58	-12.31	-49.69	-49.691	-336.905	0.000	206.27
3.904	152	-66	209	-199	-7	-209.96	-12.31	-53.69	-53.691	-696.905	0.000	-209.69
4.004	148	-68	213	-260	-61	-274.33	-107.27	39.27	39.268	232.685	0.000	-213.69
4.104	152	-71	199	-269	-9	-283.82	-15.83	-55.17	-55.174	-391.735	0.000	199.27
4.204	152	-75	215	-284	-15	-299.65	-26.38	-48.62	-48.623	-646.225	0.000	-215.17
4.304	152	-79	208	-347	-63	-366.12	-110.79	31.79	31.785	157.855	0.000	-208.62
4.404	156	-81	189	-359	-12	-378.78	-21.10	-59.90	-59.898	-441.125	0.000	189.64
4.504	156	-83	219	-376	-17	-396.72	-29.89	-53.11	-53.106	-691.055	0.000	-219.90
4.604	152	-84	213	-441	-65	-465.30	-114.30	30.30	30.302	143.025	0.000	-213.11
4.704	152	-87	173	-457	-16	-482.18	-28.14	-58.86	-58.864	-445.616	0.000	173.33
4.804	152	-88	218	-476	-19	-502.23	-33.41	-54.59	-54.589	-705.885	0.000	-218.86
4.904	152	-90	214	-543	-67	-572.92	-117.82	27.82	27.819	118.195	0.000	-214.59
5.004	152	-96	146	-567	-24	-598.24	-42.20	-53.80	-53.796	-419.766	0.000	146.01
5.104	152	-99	213	-591	-24	-623.56	-42.20	-56.80	-56.796	-727.960	0.000	-213.80
5.204	152	-100	216	-658	-67	-694.26	-117.82	17.82	17.819	18.195	0.000	-216.80
5.304	156	-104	36	-716	-58	-755.45	-101.99	-2.01	-2.007	-1.876	0.000	36.01
5.404	156	-106	3	-745	-29	-786.05	-51.00	-55.00	-55.004	-551.911	0.000	-3.88
5.504	152	-108	215	-789	-44	-832.47	-77.37	-30.63	-30.626	-466.260	0.000	-215.00
5.604	152	-110	190	-862	-73	-909.50	-128.37	18.37	18.370	23.705	0.000	-190.63
5.704	152	-110	42	-918	-56	-968.58	-98.48	-11.52	-11.524	-91.536	0.000	42.07
5.804	152	-116	103	-956	-38	-1008.68	-66.82	-49.18	-49.177	-583.306	0.000	-103.06
5.904	152	-115	209	-1016	-60	-1071.98	-105.51	-9.49	-9.490	-254.900	0.000	-209.18
6.004	152	-115	169	-1092	-76	-1152.17	-133.65	18.65	18.646	26.460	0.000	-169.49
6.104	152	-117	45	-1149	-57	-1212.31	-100.23	-16.77	-16.766	-141.196	0.000	45.11
6.204	148	-118	157	-1196	-47	-1261.90	-82.65	-35.35	-35.351	-494.701	0.000	-157.96
6.304	156	-119	195	-1265	-69	-1334.70	-121.34	2.34	2.336	-136.635	0.000	-195.35
6.404	152	-124	134	-1340	-75	-1413.83	-131.89	7.89	7.887	-57.761	0.000	-134.30
6.504	152	-124	49	-1408	-68	-1485.58	-119.58	-4.42	-4.422	-101.981	0.000	-49.87
6.604	152	-125	106	-1467	-59	-1547.83	-103.75	-21.25	-21.249	-314.467	0.000	-106.40
6.704	152	-129	181	-1535	-68	-1619.58	-119.58	-9.42	-9.422	-254.220	0.000	-181.25
6.804	152	-128	169	-1612	-77	-1700.82	-135.40	7.40	7.404	-85.956	0.000	-169.42
6.904	160	-130	78	-1686	-74	-1778.90	-130.13	0.13	0.129	-84.666	0.000	-78.55
7.004	152	-131	84	-1750	-64	-1846.42	-112.54	-18.46	-18.456	-269.226	0.000	-84.54
7.104	152	-131	178	-1818	-68	-1918.17	-119.58	-11.42	-11.422	-274.220	0.000	-178.46
7.204	156	-132	171	-1896	-78	-2000.47	-137.16	5.16	5.163	-108.371	0.000	-171.42
7.304	152	-132	103	-1972	-76	-2080.66	-133.65	1.65	1.646	-91.911	0.000	-103.21
7.404	152	-134	90	-2041	-69	-2153.46	-121.34	-12.66	-12.664	-218.546	0.000	-90.27
7.504	152	-136	172	-2113	-72	-2229.43	-126.61	-9.39	-9.388	-253.880	0.000	-172.66
7.604	156	-136	169	-2191	-78	-2311.72	-137.16	1.16	1.163	-148.371	0.000	-169.39
7.704	156	-140	147	-2271	-80	-2396.13	-140.68	0.68	0.680	-141.571	0.000	-147.21
7.804	152	-142	140	-2351	-80	-2480.54	-140.68	-1.32	-1.320	-154.772	0.000	-140.89
7.904	148	-141	156	-2429	-78	-2562.84	-137.16	-3.84	-3.837	-193.142	0.000	-156.09
