0.000	32	513	0	0	0	0	0.00	0.00
0.002	32	513	0	0	0	0	0.00	0.00
0.002	32	513	0	0	0	0	0.00	0.00
0.002	32	513	0	0	0	0	0.00	0.00
0.002	32	513	0	0	0	0	0.00	0.00
0.002	32	513	0	0	0	0	0.00	0.00
0.012	32	513	0	0	0	0	0.00	0.00
0.012	32	512	0	0	0	0	0.00	0.00
0.012	32	513	0	0	0	0	0.00	0.00
0.012	32	513	0	0	0	0	0.00	0.00
0.012	32	513	0	0	0	0	0.00	0.00
0.024	32	513	0	0	0	0	0.00	0.00
0.024	32	513	0	0	0	0	0.00	0.00
0.024	32	513	0	0	0	0	0.00	0.00
0.024	32	513	0	0	0	0	0.00	0.00
0.035	32	514	1	1	0	0	0.00	0.00
0.035	32	513	0	0	0	0	0.00	0.00
0.035	32	513	0	0	0	0	0.00	0.00
0.035	32	513	0	0	0	0	0.00	0.00
0.046	32	512	0	0	0	0	0.00	0.00
0.046	32	513	0	0	0	0	0.00	0.00
0.046	32	513	0	0	0	0	0.00	0.00
0.046	32	513	0	0	0	0	0.00	0.00
0.057	32	513	0	0	0	0	0.00	0.00
0.057	32	513	0	0	0	0	0.00	0.00
0.057	32	513	0	0	0	0	0.00	0.00
0.057	32	513	0	0	0	0	0.00	0.00
0.068	32	513	0	0	0	0	0.00	0.00
0.068	32	513	0	0	0	0	0.00	0.00
0.068	32	513	0	0	0	0	0.00	0.00
0.068	32	513	0	0	0	0	0.00	0.00
0.078	40	513	0	0	0	0	0.00	0.00
0.078	40	513	0	0	0	0	0.00	0.00
0.078	40	513	0	0	0	0	0.00	0.00
0.078	40	513	0	0	0	0	0.00	0.00
0.090	32	513	0	0	0	0	0.00	0.00
0.090	32	513	0	0	0	0	0.00	0.00
0.090	32	513	0	0	0	0	0.00	0.00
0.090	32	513	0	0	0	0	0.00	0.00
0.100	32	513	0	0	0	0	0.00	0.00
0.100	32	513	0	0	0	0	0.00	0.00
0.100	32	513	0	0	0	0	0.00	0.00
0.100	32	513	0	0	0	0	0.00	0.00
0.111	32	513	0	0	0	0	0.00	0.00
0.111	32	513	0	0	0	0	0.00	0.00
0.111	32	513	0	0	0	0	0.00	0.00
0.111	32	513	0	0	0	0	0.00	0.00
0.122	32	513	0	0	0	0	0.00	0.00
0.122	32	513	0	0	0	0	0.00	0.00
0.122	32	513	0	0	0	0	0.00	0.00
0.122	32	513	0	0	0	0	0.00	0.00
0.133	32	513	0	0	0	0	0.00	0.00
0.133	32	513	0	0	0	0	0.00	0.00
0.133	32	513	0	0	0	0	0.00	0.00
0.133	32	513	0	0	0	0	0.00	0.00
0.144	36	513	0	0	0	0	0.00	0.00
0.144	36	513	0	0	0	0	0.00	0.00
0.144	36	513	0	0	0	0	0.00	0.00
0.144	36	513	0	0	0	0	0.00	0.00
0.155	32	513	0	0	0	0	0.00	0.00
0.155	32	513	0	0	0	0	0.00	0.00
0.155	32	512	0	0	0	0	0.00	0.00
0.155	32	513	0	0	0	0	0.00	0.00
0.165	32	513	0	0	0	0	0.00	0.00
0.165	32	513	0	0	0	0	0.00	0.00
0.165	32	513	0	0	0	0	0.00	0.00
0.165	32	513	0	0	0	0	0.00	0.00
0.177	32	513	0	0	0	0	0.00	0.00
0.177	32	513	0	0	0	0	0.00	0.00
0.177	32	513	0	0	0	0	0.00	0.00
0.177	32	513	0	0	0	0	0.00	0.00
0.187	32	513	0	0	0	0	0.00	0.00
0.187	32	513	0	0	0	0	0.00	0.00
0.187	32	513	0	0	0	0	0.00	0.00
0.187	32	513	0	0	0	0	0.00	0.00
0.198	36	513	0	0	0	0	0.00	0.00
0.198	36	513	0	0	0	0	0.00	0.00
0.198	36	513	0	0	0	0	0.00	0.00
0.198	36	513	0	0	0	0	0.00	0.00
0.209	32	514	1	1	0	0	0.00	0.00
0.209	32	513	0	0	0	0	0.00	0.00
0.209	32	513	0	0	0	0	0.00	0.00
0.209	32	513	0	0	0	0	0.00	0.00
0.220	32	513	0	0	0	0	0.00	0.00
0.220	32	513	0	0	0	0	0.00	0.00
0.220	32	513	0	0	0	0	0.00	0.00
0.220	32	513	0	0	0	0	0.00	0.00
0.231	36	513	0	0	0	0	0.00	0.00
0.231	36	513	0	0	0	0	0.00	0.00
0.231	36	513	0	0	0	0	0.00	0.00
0.231	36	513	0	0	0	0	0.00	0.00
0.242	32	513	0	0	0	0	0.00	0.00
0.242	32	513	0	0	0	0	0.00	0.00
0.242	32	513	0	0	0	0	0.00	0.00
0.242	32	513	0	0	0	0	0.00	0.00
0.252	32	513	0	0	0	0	0.00	0.00
0.252	32	513	0	0	0	0	0.00	0.00
0.252	32	513	0	0	0	0	0.00	0.00
0.252	32	513	0	0	0	0	0.00	0.00
0.264	32	513	0	0	0	0	0.00	0.00
0.264	32	513	0	0	0	0	0.00	0.00
0.264	32	513	0	0	0	0	0.00	0.00
0.264	32	513	0	0	0	0	0.00	0.00
0.274	32	513	0	0	0	0	0.00	0.00
0.274	32	513	0	0	0	0	0.00	0.00
0.274	32	513	0	0	0	0	0.00	0.00
0.274	32	513	0	0	0	0	0.00	0.00
