0.002	426	-43	43	0.00	0.00
0.002	426	-43	43	0.00	0.00
0.002	427	-43	43	0.00	0.00
0.002	427	-43	43	0.00	0.00
0.002	427	-43	43	0.00	0.00
0.002	426	-43	43	0.00	0.00
0.002	427	-43	43	0.00	0.00
0.002	427	-43	43	0.00	0.00
0.002	427	-43	43	0.00	0.00
0.002	427	-43	43	0.00	0.00
0.002	427	-43	43	0.00	0.00
0.002	427	-43	43	0.00	0.00
0.002	427	-43	43	0.00	0.00
0.002	427	-43	43	0.00	0.00
0.002	424	-44	44	0.00	0.00
0.002	427	-43	43	0.00	0.00
0.002	427	-43	43	0.00	0.00
0.002	427	-43	43	0.00	0.00
0.002	427	-43	43	0.00	0.00
0.002	427	-43	43	0.00	0.00
0.002	423	-45	45	0.00	0.00
0.002	427	-43	43	0.00	0.00
0.002	427	-43	43	0.00	0.00
0.052	427	-43	43	0.00	0.00
0.052	427	-43	43	0.00	0.00
0.052	427	-43	43	0.00	0.00
0.052	424	-44	44	0.00	0.00
0.052	427	-43	43	0.00	0.00
0.052	427	-43	43	0.00	0.00
0.052	427	-43	43	0.00	0.00
0.052	427	-43	43	0.00	0.00
0.052	427	-43	43	0.00	0.00
0.052	424	-44	44	0.00	0.00
0.052	427	-43	43	0.00	0.00
0.052	427	-43	43	0.00	0.00
0.052	427	-43	43	0.00	0.00
0.052	427	-43	43	0.00	0.00
0.052	427	-43	43	0.00	0.00
0.052	424	-44	44	0.00	0.00
0.052	427	-43	43	0.00	0.00
0.052	427	-43	43	0.00	0.00
0.052	427	-43	43	0.00	0.00
0.052	427	-43	43	0.00	0.00
0.052	427	-43	43	0.00	0.00
0.052	424	-44	44	0.00	0.00
0.104	427	-43	43	0.00	0.00
0.104	427	-43	43	0.00	0.00
0.104	427	-43	43	0.00	0.00
0.104	426	-43	43	0.00	0.00
0.104	427	-43	43	0.00	0.00
0.104	424	-44	44	0.00	0.00
0.104	427	-43	43	0.00	0.00
0.104	427	-43	43	0.00	0.00
0.104	427	-43	43	0.00	0.00
0.104	427	-43	43	0.00	0.00
0.104	427	-43	43	0.00	0.00
0.104	424	-44	44	0.00	0.00
0.104	427	-43	43	0.00	0.00
0.104	427	-43	43	0.00	0.00
0.104	427	-43	43	0.00	0.00
0.104	427	-43	43	0.00	0.00
0.104	427	-43	43	0.00	0.00
0.104	424	-44	44	0.00	0.00
0.104	427	-43	43	0.00	0.00
0.104	427	-43	43	0.00	0.00
0.104	427	-43	43	0.00	0.00
0.154	427	-43	43	0.00	0.00
0.154	427	-43	43	0.00	0.00
0.154	424	-44	44	0.00	0.00
0.154	427	-43	43	0.00	0.00
0.154	427	-43	43	0.00	0.00
0.154	427	-43	43	0.00	0.00
0.154	427	-43	43	0.00	0.00
0.154	427	-43	43	0.00	0.00
0.154	424	-44	44	0.00	0.00
0.154	427	-43	43	0.00	0.00
0.154	427	-43	43	0.00	0.00
0.154	427	-43	43	0.00	0.00
0.154	427	-43	43	0.00	0.00
0.154	427	-43	43	0.00	0.00
0.154	424	-44	44	0.00	0.00
0.154	427	-43	43	0.00	0.00
0.154	427	-43	43	0.00	0.00
0.154	427	-43	43	0.00	0.00
0.154	426	-43	43	0.00	0.00
0.154	427	-43	43	0.00	0.00
0.154	424	-44	44	0.00	0.00
0.154	427	-43	43	0.00	0.00
0.206	427	-43	43	0.00	0.00
0.206	427	-43	43	0.00	0.00
0.206	427	-43	43	0.00	0.00
0.206	427	-43	43	0.00	0.00
0.206	424	-44	44	0.00	0.00
0.206	426	-43	43	0.00	0.00
0.206	427	-43	43	0.00	0.00
0.206	427	-43	43	0.00	0.00
0.206	427	-43	43	0.00	0.00
0.206	427	-43	43	0.00	0.00
0.206	424	-44	44	0.00	0.00
0.206	427	-43	43	0.00	0.00
0.206	427	-43	43	0.00	0.00
0.206	427	-43	43	0.00	0.00
0.206	427	-43	43	0.00	0.00
0.206	427	-43	43	0.00	0.00
0.206	424	-44	44	0.00	0.00
0.206	427	-43	43	0.00	0.00
0.206	427	-43	43	0.00	0.00
0.206	427	-43	43	0.00	0.00
0.206	427	-43	43	0.00	0.00
0.256	427	-43	43	0.00	0.00
0.256	424	-44	44	0.00	0.00
0.256	427	-43	43	0.00	0.00
0.256	427	-43	43	0.00	0.00
0.256	427	-43	43	0.00	0.00
0.256	427	-43	43	0.00	0.00
0.256	427	-43	43	0.00	0.00
0.256	424	-44	44	0.00	0.00
0.256	427	-43	43	0.00	0.00
0.256	427	-43	43	0.00	0.00
0.256	427	-43	43	0.00	0.00
0.256	427	-43	43	0.00	0.00
0.256	427	-43	43	0.00	0.00
0.256	424	-44	44	0.00	0.00
0.256	427	-43	43	0.00	0.00
0.256	427	-43	43	0.00	0.00
0.256	427	-43	43	0.00	0.00
0.256	427	-43	43	0.00	0.00
0.256	427	-43	43	0.00	0.00
0.256	423	-45	45	0.00	0.00
0.256	427	-43	43	0.00	0.00
0.306	427	-43	43	0.00	0.00
0.306	427	-43	43	0.00	0.00
0.306	427	-43	43	0.00	0.00
0.306	427	-43	43	0.00	0.00
0.306	424	-44	44	0.00	0.00
0.306	427	-43	43	0.00	0.00
0.306	427	-43	43	0.00	0.00
0.306	427	-43	43	0.00	0.00
0.306	426	-43	43	0.00	0.00
0.306	427	-43	43	0.00	0.00
0.306	424	-44	44	0.00	0.00
0.306	427	-43	43	0.00	0.00
0.306	427	-43	43	0.00	0.00
0.306	427	-43	43	0.00	0.00
0.306	427	-43	43	0.00	0.00
0.306	427	-43	43	0.00	0.00
0.306	424	-44	44	0.00	0.00
0.306	427	-43	43	0.00	0.00
0.306	427	-43	43	0.00	0.00
0.306	427	-43	43	0.00	0.00
0.306	427	-43	43	0.00	0.00
0.356	427	-43	43	0.00	0.00
0.356	424	-44	44	0.00	0.00
0.356	427	-43	43	0.00	0.00
0.356	427	-43	43	0.00	0.00
0.356	427	-43	43	0.00	0.00
0.356	427	-43	43	0.00	0.00
0.356	427	-43	43	0.00	0.00
0.356	424	-44	44	0.00	0.00
0.356	427	-43	43	0.00	0.00
0.356	427	-43	43	0.00	0.00
0.356	427	-43	43	0.00	0.00
0.356	427	-43	43	0.00	0.00
0.356	427	-43	43	0.00	0.00
0.356	424	-44	44	0.00	0.00
0.356	427	-43	43	0.00	0.00
