0.000	32	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	521	4	4	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	521	4	4	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	521	4	4	0	0	0.00	0.00
0.002	40	521	4	4	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	520	4	4	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	521	4	4	0	0	0.00	0.00
0.002	40	521	4	4	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	521	4	4	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	521	4	4	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	520	4	4	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	521	4	4	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	521	4	4	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	521	4	4	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	521	4	4	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	520	4	4	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
0.002	40	522	5	5	0	0	0.00	0.00
